client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
33e4f77ffbea850cdc43ef2a14f99aec26a2b0a8044bb7825532a70250ac3198f99f6e88480b8fb039c68081086f661b6d3d229369f4e8b941d87c22ac93a22c	common_voice_en_22325243.mp3	yes	2	1				en	Benchmark
36e0dc9c77106e8dd71becc28bf593d764cd152fd78c919ba9254771ffd1869f786eed25a40c94511038af4f9843b3e683d0f1197cc1a970713f7c4a66c4d061	common_voice_en_22325571.mp3	yes	2	0				en	Benchmark
3d23cef71d991fb96a68be7e1547a9cf236ccb5640d474b4e07ace716ba43d322ab7368f58a5db16cc54f47334cb81ef27fc2e55ff4a657f3dc317094e1881b0	common_voice_en_22326093.mp3	yes	2	0				en	Benchmark
40c6c21e2dcf38835270f704c306e48aa479beb0997506216243fe365574856511fd965f0f2898ccbdf908281c5d3fd153966cb5c0982669d8c92e13d2d8f922	common_voice_en_22311541.mp3	yes	2	0				en	Benchmark
42ce362acaf983f9c4e7f03fc07b7fda76a8e7f7b435c295077c912216842471384bd879ce8f2a3b990c8713cb8a314c2d1922b87a9def2846dfe6bced7aa1bb	common_voice_en_22305796.mp3	yes	2	0	twenties	female	hongkong	en	Benchmark
452e4fa1c03881782387aace81e845f0637a9748f921702b672abebf726233e2be9b17723893636185e771e4327b04bf4b90805ea0a623f2d1eec8e0ee062b21	common_voice_en_22324704.mp3	yes	2	0				en	Benchmark
4923b9fde026a2529c7ccc8a0e68970652bcfc45738a23bb06b5b33a1f576f49e52b721e035c7a937478455f4e7c7e1724eeb418e6fc4ddb28296b503682c1ac	common_voice_en_22328021.mp3	yes	2	0	thirties	male	indian	en	Benchmark
52d445f6a140740274a86e179d900770dd7356e4f394ff8d9dfafe5bee11e4b9094d40fa94cac49d15d9c06bd65d962fc73c4124a089135ecf243c69491a877e	common_voice_en_21880959.mp3	yes	2	0	twenties	male		en	Benchmark
5307408e9635226a7f5d784ae000cdf96c005cf576566dc33a7292618d16d3074ac405f17dc54d40ec379cfe7950bf48ae20341260b58686b587b94afd0e2c01	common_voice_en_22321275.mp3	yes	2	1				en	Benchmark
5318f6ac825d0698486234aae630f1b717939733a72b26e52cb250e3a3e50c2ef6097ab61510402de4ec3f0360200a4805f4db816fd00d2722d48d9e105ffa22	common_voice_en_22213082.mp3	yes	2	0				en	Benchmark
53bebd3d23d462b5c33096f3372fa46ea3f802eef410984ca324c1550bafafa071e0533cb68238cd9764cc2b39a4035a5dd583dac258a42a3fa4333b71f2c39a	common_voice_en_21956591.mp3	one	3	0				en	Benchmark
5c41aeefa1f7761173bf8a3bcc493f6de2bb79ed8bf7f9beaae6a24c68dc390fe6c007780c27bdd9f9a93d9af824d3f4108ba843cfa4e908308ba124cd06afe0	common_voice_en_22204078.mp3	one	2	0				en	Benchmark
5eefe6f1a6f6bc470abd3524598cc1acbdf8c56c796c2a38953c819bbed49d2890cd5dade2f7ba74f70218a90356ec7436c9eaaf10993aa5c9530b84aee1c40d	common_voice_en_22115395.mp3	one	2	0				en	Benchmark
65f413bfa0286142e2902ffb6c1fc06da4d7365e6f33ebe13b6fd696b16e30f94fb3e20678ea4ae53080a3b3bb1a88b5eb97930b7c54a0ad4af072a4f33846e7	common_voice_en_22029992.mp3	four	2	1				en	Benchmark
669f7f4d9b5c82f652ee177cdef6e28d2e7e945ac55a96d99628f5a2b82d0610ad09384a7bf82d83dd19c7609cc504ef6f182e4f1252697cf0b4f396cdfafd2e	common_voice_en_21948671.mp3	no	3	1				en	Benchmark
69077cefdaede3c3f9918fb86fb19ffe4add26d0f2f5646fa4521f97239e7eea8a3ad973e8eeadb084fa3d2f205c44756420e802d27ac62f6e5cbc5bd5e518b2	common_voice_en_22325534.mp3	yes	2	0	twenties	male	hongkong	en	Benchmark
6c6abeafcb644bc8c8d9be120ccef95ce840f1903b8058aa23b49e38fd3a2d03bbedad912149b0b09f234fc72ee8b8b5276e088b6aeefb6a4418c2a288b722ee	common_voice_en_22301813.mp3	yes	2	0				en	Benchmark
6f4660d8744a7c772b2a9b78626324a71f20e422feb365bc52ad8a35bfbb2d7af5869c06fa7310658ccc6fcc28216970be37dd360e9efeecd7b30da8ae39d9f6	common_voice_en_22323609.mp3	yes	3	0				en	Benchmark
703fc31e34ad0fb135c9f49a0aa9ba96aaff83283f939971a09955cdc2051962f723be875dcdefc3812a1361147fa877902fda0e5bfd6f9543a7767e910d2d62	common_voice_en_22193844.mp3	yes	3	0				en	Benchmark
71ee9700ca50a417834c01e407de2bfd403482f130eb109ab249d22e6ca5fa3b488030447df940e7f006f0eeb6635f954d935d5375ed9e5ca5a5fbc4c83810a5	common_voice_en_22106098.mp3	one	2	1	fourties	male	indian	en	Benchmark
741385fbe191a0b7c7a2804e9cfb5ccfd9a12b4fb391e8996cabf3d24c99dcd154d83bff8d5fb584aa8d9ed8e1897454bd467ada67cd2129846895ce3a8f8ec2	common_voice_en_22074397.mp3	yes	3	2				en	Benchmark
77a2d5de334b3385b2c32c3c6dd061a238762a3f88f2d8801737afd9ed9242c625c0fdb62402605c0543398d54844dadef080a20b78f90536cd6a1cd39c437a9	common_voice_en_22204346.mp3	four	2	0				en	Benchmark
79625f283304b7ca300478ad0beb1982a3910a1d16afe504c933cefc19faf23f2f1f0d313407800fca6f2106fe207232a18bd16bf85935aa2c16866d049c5625	common_voice_en_22305409.mp3	yes	2	0				en	Benchmark
79a5d26d5817680df9947fc3115b26aee529ef36e88e48042dfb4b35088cfb68e381a95f5b00bc57af6676b3ddec74bd302f04b1847db108c6dc9804d22eb9e8	common_voice_en_21891438.mp3	yes	2	0				en	Benchmark
7a06ed4245809b5c5737ab032d2168087aa83481c9a26c8f8c9bc5e72aa51cd9c82e674babc1f5cc1d1088b537a2baa18a7fdd7ab4c5623d0db728d5e81a20ae	common_voice_en_22191852.mp3	yes	2	0				en	Benchmark
7db4d62bd7b3389822eb0268b7f373381e9b8d218d96c72029dd1c4fd7ce456e6152d596efad47e4fddfa2dc1be2477573f6ce1480ee382b652004504a1d2cc4	common_voice_en_22327598.mp3	yes	2	0	twenties	male	hongkong	en	Benchmark
7f5ec45b920ca2262487f5aa3ebb9f46e6cb471442edb418a65146e4fde0f6f4343dabc95eae1237ed3609ddef9f04876902e6b8b3269f1f3964a865a53d83f4	common_voice_en_21963671.mp3	yes	2	0				en	Benchmark
828c1ba3a4343291ee482da571990dadc24b259d32cc3040848846e9846885c533943286633a7ab621fab183a6de20b60caa5f41e4ff8b8c9989720c9b7a34a1	common_voice_en_22194380.mp3	no	3	0				en	Benchmark
8468221638f8fb9c1d1a69738c13254eabce8d1e228a4960129911ecca6f5a1a3ad947e62af776c972c6563553959e8b898bac7fbe243c90716024a897f3c159	common_voice_en_22299754.mp3	yes	2	1				en	Benchmark
84cc8cf56f8dc63c9b784d840eddc455544ba1427f7f32956d04b1a93ce9fc98bed1f53000bb9c1973bd6cac8afd21b10fe1d9130827850928d27529b9533886	common_voice_en_22214449.mp3	yes	3	2				en	Benchmark
85a885bce0d3808885e8be3464cf7bfc08fe910deca8b1f5d9e0f1cdbaf1f51502410e98b9fd3d66837cc3929b5d5218dc33ae63c41afd6f97a01fae6c2de739	common_voice_en_22193190.mp3	one	2	0				en	Benchmark
8608ba627faee5519e5fa4e8490620827b05bb9501068d3256fffb89811dae9490e1bed490dea52abbbb7f3cbc5dc2b8ffa4a06ce6f9169bfee5932d740bbde1	common_voice_en_22164273.mp3	four	2	0				en	Benchmark
8f6b99fc8161fb574a32b79af9e30f6ca48754dddafcb86748cbc36aa76de6759deab122e2842ea8e876a5f2c307aa7086ccccc2a394a37300faa1107f78b2f2	common_voice_en_22136879.mp3	two	2	1				en	Benchmark
906721568c007ee0fe2624c6e37417347dd14a970aca72159797c2cc46d8eecfe9ae8fe98da9720ee9043fa5a9be8c8cf397d76efffec3b0bb01a303cbc6abde	common_voice_en_21924678.mp3	two	2	0	twenties	male		en	Benchmark
90c19dc7e029b555c6bdac38ff2bd7a2b66ba0b07e323f5961220b4e3ca0df548646cff8e8d36ee3bfe39383059912d41e89411efcc6a840cd26bf0e9e7cd1b1	common_voice_en_22180827.mp3	one	2	0				en	Benchmark
935034b32f32afca868c92db045c62bd6f93a5c7a57a0e2e39278022ce1ed8b90cdc1d908881a05072d4fbe0c782f712d21d913443a1183413cc0b098eb4d954	common_voice_en_22262704.mp3	yes	2	0				en	Benchmark
93606ce73220bf290dc748ed1ec55fdcf71523974e625b13900c0f6b69522b1fde821848eab87e500ba166c3fa09d9a53ba3d9a53f8ebd9c8ea9bae39c2e23a0	common_voice_en_22153850.mp3	three	2	0				en	Benchmark
958b98073901a8093edccf4843ecf86bcb814e61f7174214ba638a2d9dcb91e7c4c5d7dfd380c85560c89496187eb4765f6da28bc2ea9681bd8d402529a3d855	common_voice_en_22329808.mp3	yes	2	1	twenties	male	indian	en	Benchmark
9cf4edc74c5500e97e36942f0afccc9744e101444b1dbdb6a23adf7311c739a98689363d790c32d0aa6359f4323bdd1126fb948f42a1a2a68034c72e4b59cbdb	common_voice_en_22301482.mp3	no	2	1				en	Benchmark
9d24e9ff8b39bce35912867f07214f768e11ad2e961fe66c29bef56836a5fbaf37790d1cd47c8d68e7a0ba92d66386d7335d3fefed46c226f836d08a0ec5b738	common_voice_en_22301509.mp3	yes	2	0				en	Benchmark
9d95cf521c9dddf5f9c4888fe6e549b88962a95a8495071e454d53a4a4a8e9ce11df7ba53e19d6e85011201b4b081a256ca3e3b8440f6ec54bf8de78b93d0cd3	common_voice_en_21963703.mp3	two	6	5				en	Benchmark
9fda246cfe7efc986edf07152278794ce916d7008c8380b7c68e002b9baa137f68e8b425f82ac5e5bc2bc1b9f5f0823c11b9e225b0def4bdb31a1aab4ba2c702	common_voice_en_22222212.mp3	one	2	0				en	Benchmark
a117de93d4fe786cd201c794029906855993e6fe5510057b5a13c3e7fe95325bbc4638e1334ea331d7aadbd274b8192ac43a150a68d2e67e5a2abb20abe346ac	common_voice_en_22292639.mp3	no	2	0				en	Benchmark
a3adb9ccc6900bd277f49ad5861e3fa31c239de23ff0bbed0aebf873537b9ec833bddc8974cbb3f46f2716f0e233c0a255f4395c6e3ef39ea0cf373e4ea305d3	common_voice_en_21924986.mp3	four	2	1	twenties	male		en	Benchmark
acd2ebddce35d4094aecdfd88efd1753f48348d46ad87dd5d4db76240298e121a897b8911395e73b7018adf7b9c7ddbd9832fd43b83ecfdf0469260cb205ca93	common_voice_en_22311740.mp3	yes	2	0				en	Benchmark
ad7d184d46dc4f8ad6f659e98879ac207d4c69e1e7a6ca50ef10895075aa17f2e43cbd67d1040c70c3dbb89296980cd948bb4cd9b97b71c275b0db2a9135db2c	common_voice_en_22326107.mp3	yes	3	2	fourties	male	england	en	Benchmark
b2785c80eb4a83d9740e1bbd4bbc9b277c326da8945345977141b7d96aa6417a5a6f271939e19b996c34f00554f3883842d5fc6682b9d644c3ed8ee165c59b7f	common_voice_en_22308154.mp3	yes	2	0	teens	male	hongkong	en	Benchmark
b3dd1ed668646b2c86cf24cbfd379bef56babb6750f67a555bfad55a768074147a21dfbc246744a4aaf6b4f6525f9e7a904bc905abecceee7359b4f988ad23f7	common_voice_en_22190914.mp3	yes	2	1				en	Benchmark
b4114163d201648cf53ce6a9ab272fb0eb9c67a2de937c78927bec4f05255e832b35286dfc10af1010441343139aaf20761175f488ad27462b6d76135eafdda2	common_voice_en_21877831.mp3	four	3	0	teens	male	england	en	Benchmark
b42d41786e488fbc453e59d0dcabdc3e7a40b1c14f34ac717620ec560067da97b9e2f7ad792183980607c27699941589f18d000106aec60b5affc5ca4257961b	common_voice_en_22012295.mp3	no	2	1				en	Benchmark
b4607bfb343bbd8bbd195f9d73091eac6448fc514e891fa8cab3f9fa3f68d7ae2119cd644415c1b583f7322881d54c11d58f86ca2c742b52e5eacb97091884e1	common_voice_en_22095295.mp3	two	3	1				en	Benchmark
bd2097288c4dd2720a192f450d514bf0bc8e93588aab8b3fb5dcd7e4798a69815e0e08ef59b3eb58d8934bde6e7cfea5eb97419eb773c8b191586df97550a263	common_voice_en_22309364.mp3	yes	2	0				en	Benchmark
bda7a70d97dd6dadfe3a8055b7226f187ee39d84f64c78b99bd2bab7f88c1403a477a28fb01c5d25437bb1d8aa88901fd52b017aac36bfcd23e0994b261c2eff	common_voice_en_21946167.mp3	four	2	1				en	Benchmark
c0bc4b20baeb0828da8f0401819a6dfed92ee9016905a09f7a0e10d2c9b42dd838f01cc7ba0b46ebfc2a7f731fb331ecda403429d94f6db887796cd3b586819c	common_voice_en_21888893.mp3	two	3	1				en	Benchmark
c1c642336ea026713b062eb7c5b2bebefd3a5679e0bc49dfd932d0d817f297938ec834c3096ee50f905922ed7734b894b57d7dd86890fccb4cbaaa0aa3a40d9f	common_voice_en_22087501.mp3	one	2	1				en	Benchmark
c8bffc37e18f3b169e792c37196a79708bc96020b2a8119ac9bebe52d446d804409b2a70f4267dd3b3c5888cb70c25d9ea77498c9622a795386cf9ae8ce40acf	common_voice_en_22322782.mp3	yes	3	0				en	Benchmark
cb36ef83a7d5f4868842e52416ea8a57bf53d624e8df6aea0ae59ce74ac91f3782e10c287f0fa2967badadea693820058d98665d628d2d723570b7a887f9b143	common_voice_en_22324995.mp3	yes	2	0				en	Benchmark
ce59fac050602e20d130d3384b156b35f2b0320ae45f186a32819a7c051480d13e664075eb48550ecc1e53d4668aa68c22b94db27de27d917310e10eaacf8667	common_voice_en_22320732.mp3	yes	2	0				en	Benchmark
cfac5eaf6b80ecbb880445556b2e9bc3e07ae181b494af2a260bb760c2afb4fc7bba9cf7d15570dd367e28259753ffd2eb23b7b0b48f5e0681d913a4e8da4f6b	common_voice_en_22315210.mp3	yes	2	1				en	Benchmark
cff0b98a6110832fdd6f0d820aa0ab3ca26b2d644a03fadebe6c0209f7e89f9efd1e8a96ae8884fc04084775356444ba9342065d504770da554753a831e02363	common_voice_en_22073267.mp3	four	2	1				en	Benchmark
d41fb6ea9b3123154575fc9e2d19639f1996984a7489cf053e4066063fd116eb76654a7b632987c539697c71bdb422c568fa99c0c49bf1df9ce8d5901dfc0dee	common_voice_en_22325166.mp3	yes	2	0	twenties	male	hongkong	en	Benchmark
d47fdec40af26c362d2d695dc1db6805720f9c85f9ef0a254cfcce6d31bb5621112427fb7dd6125bd87423c66aa1387b944d0977e18b582b6f651c6336f395cd	common_voice_en_22301910.mp3	yes	2	0				en	Benchmark
d7217d4079ea63bf51dd002faba802a8a41d131a58b0f618c88a53fb523fe683af1373ee60d1dae69e62eba7a1f94bdd9dc9dc967b0116f0452fcc15602f6e3e	common_voice_en_22193475.mp3	yes	2	1				en	Benchmark
d8c4e3d6123432b20013da71181f1270704423aa3e17a5b3805fd9bf46b116c572ed04c84fb17212daa88a885692d44a7976ef0c58cfc180a31101716ebc4e5c	common_voice_en_22305458.mp3	yes	2	0				en	Benchmark
de6f53233420cb53543516f37cc5ba06aa301dac7e94f645be5a776ef2bf7cbe02e00912be1aca53a039d842980ef19c409ce4acf2cc577bd44bad578d1c34f4	common_voice_en_22308196.mp3	yes	2	0				en	Benchmark
deed653b8133d29cf9f8b81b87a7371abd840394147518ab69382e441c4146a1317b075a6eb2547f303b91cdfd7b0f4095b6332b1a4f578d6bb82e332ebbfc16	common_voice_en_22032986.mp3	four	3	0				en	Benchmark
e02c83709028ed3960706c89aa16727068015e99ed5519d17d263d53d18d93a72d5e7b847911353308f4d61a312a906368bd237d5acf09bcb53abd36fb18b1c7	common_voice_en_22105653.mp3	four	2	1				en	Benchmark
e06d30aa7bb85ec538a5044771a5ae7003f9ebc6b97c4b9fe3e0e55432fa641d4093b8f5e0e4f0ffbd338282af41008a3b80d6f08e15ccd61dab4b5dfd8e024b	common_voice_en_22155074.mp3	yes	2	0				en	Benchmark
e2b25b63d51bc81dc2c9a756699f1535212beb8c61b684eae202243d5dbfd4efb2a7fabe022f1d7458169ad56cebd5da6c5cd935d2fd29ed9dfb192934e4f223	common_voice_en_22329160.mp3	yes	2	0	twenties	female	indian	en	Benchmark
ee886fc59c71546f511419c2b6dbe60095f0bd4e879ee104cb7f857206fe075b8217b161876ca282bdc7c89cd63a890547eb1c58c924500d55487285bb6dc230	common_voice_en_22089184.mp3	no	2	0				en	Benchmark
f0cfe4258e664f5632f5fc800b1ec65970d0bf485d52f39d16d3af895c7e2c56665d967db5f5620f5551b13192fb6cfcf5e82984f98115df092a087409ec1c27	common_voice_en_22324603.mp3	yes	2	0				en	Benchmark
f22799b9561d8188b3941d8305b9b6a9db949a5858100277d358da015e9d8cc6296ee9ca419681580bd12ae8c73163a921430a14f2c1e399c662b12ab95bd7bd	common_voice_en_22329640.mp3	yes	2	0	teens	male	us	en	Benchmark
f4c5e28cde6c493713293a3621d79f26fc7a7e4931d4f21bcddeda2d8fdc8b19b0576f1a789c90ee815162b812018cd4b0888ac9be9ab3bdb60bc07ffc663203	common_voice_en_22324112.mp3	yes	2	0				en	Benchmark
f9c0f0614e69697099362f91e5ed80e65e48d8b9d2e5be5df88103de9f8c6d7fdad77c27404155ed5832c1c2a14bff7596d5ad02aaa0274dc1bc8a4505aafdb7	common_voice_en_22065284.mp3	three	3	1				en	Benchmark
ff028395ebc1cd48a1801db1c98ea2343588590341d06b54935700b0bc841e5502b166c738e5f78692f0467857dd479d8301607f368c1aacf8b753a336ae4ac1	common_voice_en_22057744.mp3	four	2	1				en	Benchmark
00eaa8925b71715e6230cda2dd277227846e5838981a2ac096b63319098f1859847f506e8022b0e0063dada7ffe0c9f0e7b66c53152932f49d3bdec518488538	common_voice_en_21900239.mp3	yes	2	0				en	Benchmark
0166552452d19fe16022bbd856f824aa950bcff4cce3dd13d0184adc0ce06438705fcb93e668d1fb28b2ca1e38eaac3e2308b474691f79a3205150ebd5a6ebbc	common_voice_en_21968136.mp3	four	3	2				en	Benchmark
0166552452d19fe16022bbd856f824aa950bcff4cce3dd13d0184adc0ce06438705fcb93e668d1fb28b2ca1e38eaac3e2308b474691f79a3205150ebd5a6ebbc	common_voice_en_21968145.mp3	yes	2	1				en	Benchmark
0386f7a94afb24fba397c59514bc2294ad544311bbf008ecb866c05d9727a9c6530023e88f79b91ef1d3eae7e62f2ee4d46a7437bf3c13416d884bc202c3b058	common_voice_en_22204350.mp3	three	2	0				en	Benchmark
0386f7a94afb24fba397c59514bc2294ad544311bbf008ecb866c05d9727a9c6530023e88f79b91ef1d3eae7e62f2ee4d46a7437bf3c13416d884bc202c3b058	common_voice_en_22204351.mp3	yes	2	0				en	Benchmark
049da56bb1fb98ca72d482248ae965e806e83b0f9ac67a4861c43743dae8900fa155976090545cb2a723cfdef28438b55c6fd6f83201ff11c57ede2214babac3	common_voice_en_22191177.mp3	one	2	0				en	Benchmark
0658469e40be718906614e07096307c2a65666f4c4259f788d0dbffc52fd6d515846e7118cf6c72e732f749813e0796b6a33da5f2d12f611c753ae98a2942743	common_voice_en_22316387.mp3	yes	2	0	twenties	male		en	Benchmark
067ad90459b49f5d5c723451db62598fff757b5dc0c800b88e966dbd6d7f7c78f04600be8293138c17da018af685d84a2f4cf48c0d34d7d900b0ff6aad31dbec	common_voice_en_22305140.mp3	yes	2	0				en	Benchmark
081c0529b74058afe140e9c69fa708c52ebc9f5db7e54cd403e66eeadad0a1272ff5f7431e672416cbcd66471c1cb1622db811692ec9fb8bcfa6561d1b37ddff	common_voice_en_22102701.mp3	two	2	1				en	Benchmark
081c0529b74058afe140e9c69fa708c52ebc9f5db7e54cd403e66eeadad0a1272ff5f7431e672416cbcd66471c1cb1622db811692ec9fb8bcfa6561d1b37ddff	common_voice_en_22102705.mp3	four	2	1				en	Benchmark
0c367f8b0e973b570a750d5b90bf7a6261fa3f46c88161ab450a2bf18b54504842129f0d615f1311f99ded3ec3a5fb995fd1d1503fb324c2f54d4659c72f3ace	common_voice_en_22155175.mp3	no	2	0				en	Benchmark
0e0b6cb16d00f8bbf59f715a69521505fe51ec52788ceeaf53310fee8293fe05fca129b492cd307a9162e66a086a67dac55ba2c0fc7ada9969f867871de892cb	common_voice_en_22076573.mp3	yes	2	0				en	Benchmark
0ef42e2866007881b42e58d665f43350fca37d4648d7acf7d60786cbeefeffb7fa83fc0bf86cb478cc756f75d4fbad1fad2acfdf0c72fc732709c4511cb16e41	common_voice_en_22127564.mp3	no	2	0				en	Benchmark
0f688a53c84b3d4a05d14b411320035b18bf2bd3bc1aa7da3d5c699b402deb89550db6036699d555c0a4de30461cdb91feb7e515708b16e2e60432178472d25a	common_voice_en_22215334.mp3	yes	2	0	twenties	male	indian	en	Benchmark
1058ebc150e5579e2619e0239f0cfa711ab7c95e374c316eac26ad2b61d0037836737d13e8292198f108b82affd3d250568caac35c7881ebc5d43e32d825e69c	common_voice_en_22216676.mp3	yes	2	1				en	Benchmark
11076c3c379aa09959ab1e5aa2d7289e8c6dcb21eb514cd087bf45403b9662e3566725eed2b3c782dcfc3416697da43e96a577e76ac9bdb4799b635eda19d538	common_voice_en_22091010.mp3	four	3	0				en	Benchmark
1ae251984b38d3597168ad781476a146904786c0615d4be272fd38e5a6965e8acfd205997382c61c6e174d7ee3ed0236215336e36a4ed2b8799b0d2a24702327	common_voice_en_22137575.mp3	two	2	0				en	Benchmark
1ae251984b38d3597168ad781476a146904786c0615d4be272fd38e5a6965e8acfd205997382c61c6e174d7ee3ed0236215336e36a4ed2b8799b0d2a24702327	common_voice_en_22137578.mp3	three	2	0				en	Benchmark
1d0a458dd38a605e871242f3b087220b65d8691bf115a2d23c40da6cf47ef8397424746640f4de99d21b3509fd9a2b555c26b7fab54dd1aeaf06d0610d4e24f5	common_voice_en_21987366.mp3	yes	5	1				en	Benchmark
20aef19518f7bd163421e6f375918d99f2888779bc5ffb566a68bc27353886c4d85ff2387cadaff96343afa81976150a492609e3e2cbd914b69aa590dd253e5b	common_voice_en_22132884.mp3	two	2	1	twenties	other	us	en	Benchmark
21af1adbf6ae263e128680313076c664f0c784fad04e6938bd285e420fd618ad4fa204c0417b3d6333f71dce039140f8db992d357629ae2dcfa63b494f92809f	common_voice_en_21920919.mp3	two	2	0				en	Benchmark
21af1adbf6ae263e128680313076c664f0c784fad04e6938bd285e420fd618ad4fa204c0417b3d6333f71dce039140f8db992d357629ae2dcfa63b494f92809f	common_voice_en_21920920.mp3	one	2	0				en	Benchmark
22a05a0c73c3f6128a4b715ea4b7493ee069dd0fc9378aec5c72405b56af434c5244a0a2d1fba8eb04b1a1a37d73b6096d7c3e51e5b4ac6d6df77c61efef8b6b	common_voice_en_22167381.mp3	no	2	0				en	Benchmark
29494e6a0a5abad64b5b76075556ff6dd331d25b5a3b45946fa145fe7df5a2dd481c4b47a1a9713d668f66413b4d4630b3a4c106f9fe6639bdb5e57958d0a828	common_voice_en_22180578.mp3	one	2	0				en	Benchmark
2a68dfc7a652d3d78970009883148b4a0e3ffa43f6e6498f5d1d4c8e783313340599d7524c31dd43cc6eabc1456a2534d908aa01c3a9a86dedcafee13ee62a6d	common_voice_en_22148456.mp3	one	2	1				en	Benchmark
2b8fe84c8e8f48079e9d864c1c3dc4403477a0e45fa206e7914de3062edd2f65a84783ce947e7bcd8f2b45f766d1d59651f302ebbd57b7baafb06e6942320d59	common_voice_en_22247860.mp3	yes	2	0				en	Benchmark
2b9fa00a07cc27f28ee692255ff269258417210a21ce8ebe1073c67f20c54f8d5bdfc440dcba15a88cd1f968459456655267f170159c85df7c6b266e989a6844	common_voice_en_22317996.mp3	yes	2	0				en	Benchmark
